Caseificio Rozzi Giuseppe Sas\Frazione Albareto, 146, 43012 Fontanellato PR\https://www.parmigianoreggiano.it/caseifici/caseificio-rozzi-giuseppe.aspx\0521 821227\customerservice@parmigianoreggiano.it staff@parmigianoreggiano.it consorzio@pec.parmigianoreggiano.it\PR\
Caseificio Sociale Bassa Parmense\Str. di Chiozzola in Bogolese, 33Bis, 43058 Sorbolo PR\http://www.caseificiobassaparmense.it/\0521 690528\\PR\
Tenuta Stefanini\\\377 229 7327\\\
Caseificio Gennari\Str. Varra Superiore, 14A, 43044 Collecchio PR\http://www.caseificiogennari.it/\0521 805947\info@caseificiogennari.it\PR\
Caseificio di Calestano\Via Canaletto, 13, 43030 Calestano PR\\\\PR\
SD S.r.l.\Via Magazzeno, 440, 41056 Savignano sul Panaro MO\https://www.sinibaldidario.it/dove_siamo/savignano_2.php\059 731277\\MO\
Caseificio Basilica Nova\Via Argini Sud, 27, 43022 Montechiarugolo PR\\0521 681292\\PR\
Caseificio Lama Grande\40036 Monzuno BO\\320 642 8308\\BO\
Caseificio Nicoletta\Via della Collina, 6, 40050 Monterenzio BO\\\\BO\
Latteria Sociale Fabiola Soc.Coop.A.R.L.\5, Str. del Prosciutto, PR\\0521 355336\\PR\
Nuova CM - Caglio Clerici e prodotti per caseifici\Via S. Dalmazio-Marano, 130, 41028 San Dalmazio MO\\333 213 9461\\MO\
azienda agricola passini\Via Montanara, 1244, 41057 Spilamberto MO\https://www.prodottitipicipassini.com/\333 459 5480\passini44@gmail.com\MO\
Parmigiano Reggiano Eccellenza\Via Foschiero, 782, 41057 Spilamberto MO\\059 798694\\MO\
L'angolo Della Mozzarella\Viale Vittorio Veneto, 384, 41058 Vignola MO\\320 337 6558\\MO\
FDstore Srl\Via Barella, 1376, 41058 Vignola MO\http://www.fdstore.shop/\059 781860\info@fdstore.com\MO\
Campagnola S.r.l.\Via Papa Giovanni XXIII, 14, 40053 Crespellano BO\\051 969020\\BO\
